109|492004|127324|42.02
110|492436|243714|19.28
111|1435|5223|59.37
112|736044|140805|32.59
113|31278|52865|26.73
114|747953|43234|81.22
115|440504|435356|54.23
116|122337|335485|36.99
117|413467|798257|94.44
118|818010|281254|98.07
119|451922|112357|41.79
120|82682|59689|61.44
121|74875|15231|62.14
122|509751|205878|100.36
123|614773|243078|27.91
124|5509|460964|44.38
125|182889|433081|41.73
126|647952|117721|50.3
127|608403|621283|36.01
128|744752|589416|18.82
129|697516|448725|48.88
130|92163|525801|24.59
131|583972|399945|58.85
132|417568|413247|38.97
133|699339|607160|65.34
134|606192|717014|24.17
135|21849|259640|95.79
136|10329|780913|23.55
137|775510|525387|11.59
138|621975|560186|47.56
139|429187|733387|73.46
140|112931|46625|19.26
141|252337|443371|47.63
142|193743|705414|70.45
143|35439|749668|49.84
144|68917|513694|26.35
145|672271|730533|43.2
146|782808|55870|16.26
147|107801|514291|18.52
148|56119|740040|56.11
149|480004|387467|80.75
150|738911|304276|47.52
151|354293|162114|28.0
152|421634|689845|25.65
153|772463|284042|75.45
154|717441|1409|75.48
155|72754|175893|48.43
156|624856|177714|73.84
157|773495|425657|21.32
158|684963|180739|89.41
159|113173|625288|77.03
160|69413|258618|18.87
161|327188|279608|66.75
162|31827|484962|51.5
163|579955|191188|38.15
164|641603|116415|96.69
165|181112|391303|67.36
166|403556|685355|59.96
167|389378|799572|66.54
168|613638|768623|49.57
169|18672|343968|26.82
170|131657|777120|53.32
171|541252|2990|53.31
172|289806|329789|35.27
173|19149|181229|50.27
174|636127|641200|74.87
175|516415|111188|37.21
176|402744|501470|68.55
177|226771|180538|31.64
178|153558|516911|79.61
179|175082|438600|56.58
180|411583|152726|60.44
181|517646|105611|63.38
182|722622|428472|4.27
183|484346|96905|88.72
184|196367|689144|62.04
185|696665|72800|46.04
186|584770|92706|50.75
187|707831|693587|26.53
188|185622|136077|85.17
189|156260|327032|4.82
190|127150|504866|91.19
191|168078|728660|66.92
192|634534|245070|92.23
193|500772|11702|21.92
194|593743|526755|15.68
195|207647|393680|9.55
196|301404|272189|47.03
197|730492|358911|89.38
198|690219|760500|43.83
199|18751|611003|68.48
200|171167|339368|18.21
201|208770|174413|69.98
202|403888|465613|76.96
203|123685|497580|17.34
204|316676|181789|50.56
205|633911|373048|91.85
206|99166|521042|89.37
207|44086|703619|67.12
208|501346|86505|59.73
209|785343|732074|16.02
210|792008|484985|14.95
211|477883|809101|43.26
212|25059|48755|39.66
213|107617|102680|43.2
214|228427|622357|28.29
215|599370|813025|69.41
216|410281|536846|25.37
217|755080|510986|14.46
218|486628|464762|70.15
219|209114|322702|30.31
220|78761|587734|33.83
221|606290|272342|35.96
222|374668|572982|59.89
223|172669|496164|17.44
224|647461|235192|74.83
225|326464|620422|67.02
226|251394|430313|61.05
227|50242|652068|25.41
228|755530|63525|99.97
229|141599|810466|88.04
230|80808|230580|51.43
231|731804|577067|11.48
232|449056|254250|38.41
233|29966|226101|83.52
234|797230|627539|79.48
235|292767|306891|84.7
236|496792|548850|54.89
237|247503|765353|36.42
238|577148|489144|40.47
239|555741|455030|25.07
240|441900|497605|53.4
241|655405|28741|31.79
242|213691|686900|77.03
243|333643|355396|9.01
244|76320|195627|3.9
245|206083|657042|14.82
246|426104|257179|64.82
247|284482|388581|38.9
248|473766|604401|68.67
249|797988|730907|94.78
250|629503|446528|11.01
251|224402|485036|25.46
252|388611|251644|79.03
253|126469|693|87.93
254|422626|109524|97.91
255|792933|140050|77.14
256|28782|511683|63.87
257|715556|465243|40.84
258|122006|242571|38.74
259|180934|200704|37.74
260|260707|444256|23.37
261|49527|387581|93.02
262|103543|380767|95.63
263|324211|460991|8.45
264|97447|245353|33.26
265|528823|110514|46.37
266|597694|369945|100.09
267|449166|730560|62.14
268|271285|16258|14.47
269|706291|762196|13.81
270|651092|32987|87.07
271|776509|715348|36.08
272|435037|433371|23.71
273|513248|269614|2.27
274|686123|345148|34.96
275|274627|294519|25.86
276|109670|763683|97.86
277|99138|31718|61.75
278|192859|486590|55.27
279|114462|345119|18.39
280|556306|102863|51.74
281|344187|287368|7.94
282|701362|519026|89.55
283|579536|774987|30.89
284|96842|54913|29.23
285|524554|795026|97.83
286|130072|165255|72.64
287|75440|327597|63.68
288|659181|25426|14.89
289|288141|106810|97.51
290|129279|576213|84.71
291|326828|24620|83.62
292|61100|16760|73.49
293|207857|362095|35.74
294|473900|697132|38.55
295|231916|650093|60.19
296|615800|422795|84.31
297|40840|53155|94.29
298|595981|527322|14.02
299|603211|580155|9.81
300|706908|282727|22.62
301|606410|795858|42.08
302|795141|78334|83.18
303|93659|259874|14.96
304|10711|34126|59.62
305|286049|610588|40.65
306|606221|746767|3.78
307|581635|360770|44.07
308|566382|568263|49.17
309|249350|770595|81.23
310|366385|560730|87.56
311|588931|167251|8.28
312|177427|480957|54.4
313|302910|91346|61.68
314|306960|133261|81.25
315|187202|436216|37.08
316|14505|180361|40.09
317|336426|16554|29.12
318|567426|212780|45.95
319|35056|574485|9.21
320|812033|177959|98.41
321|437128|127279|10.22
322|555450|602320|7.13
323|378668|540511|96.56
324|614826|19123|21.39
325|535018|530669|67.29
326|332884|681200|78.71
327|274696|720182|72.92
328|307856|202625|36.44
329|535948|178618|100.04
330|609811|744351|89.44
331|503039|673667|30.23
332|373611|604901|77.79
333|689272|516661|83.51
334|620247|772459|95.55
335|70594|189181|55.11
336|436297|804732|98.19
337|209571|489208|49.24
338|604429|261095|91.22
339|456854|475058|60.09
340|439647|220217|72.04
341|503292|159337|19.05
342|674877|152430|6.67
343|264099|505585|43.04
344|809363|523836|13.54
345|432633|596165|8.64
346|290167|110496|8.0
347|720347|439138|11.98
348|219584|752100|38.56
349|321126|343427|29.87
350|565131|704379|73.06
351|144888|634265|9.18
352|779738|9101|91.08
353|662253|324604|11.18
354|417763|50107|25.38
355|684516|435592|69.13
356|106089|459904|93.96
357|406462|231195|12.82
358|415026|581408|45.29
359|271017|650363|91.41
360|179906|106237|75.62
361|44539|313632|32.35
362|581128|218890|45.97
363|498907|54252|55.42
364|666067|195156|97.92
365|652802|253202|57.21
366|343165|658704|43.07
367|127159|736310|1.22
368|629189|130949|31.91
369|84817|719092|79.29
370|12591|151288|40.27
371|113956|244962|48.87
372|380348|296523|5.92
373|516176|248217|98.68
374|209721|654044|24.67
375|53161|627217|88.98
376|488710|662322|45.84
377|337684|740282|24.07
378|249743|87205|16.56
379|203743|276359|74.16
380|253777|166743|4.11
381|604670|632771|49.55
382|11482|463779|11.37
383|209856|170015|12.17
384|717601|737976|43.21
385|653345|581483|44.45
386|814879|284985|34.35
387|438367|626242|4.24
388|456542|14548|43.06
389|106275|678220|13.72
390|629962|448423|76.99
391|435762|172375|88.65
392|757384|536932|88.07
393|584155|736518|27.7
394|184488|83062|9.6
395|682292|69076|64.03
396|16970|557294|70.91
397|771627|333213|82.99
398|7661|483128|7.81
399|274910|117482|2.03
400|504413|270187|66.32
401|521333|607639|61.8
402|131202|424073|25.23
403|570414|330755|56.57
404|192871|472247|82.55
405|702092|180227|72.16
406|725651|657190|19.77
407|736574|762870|26.31
408|143172|442016|84.03
409|74196|311478|78.05
410|488804|731566|54.32
411|108736|444066|93.31
412|528895|749516|24.93
413|326183|147380|94.93
414|799718|787276|69.83
415|561315|801706|47.77
416|162955|323754|58.37
417|498491|592032|90.02
418|575052|134708|24.0
419|494322|189436|14.9
420|113691|573821|45.31
421|43686|96530|67.48
422|165186|583908|98.18
423|32014|52808|96.92
424|725874|702180|59.17
425|122005|523981|21.62
426|690652|674373|8.24
427|777273|113049|65.47
428|513022|487341|87.17
429|21334|746618|76.48
430|185169|504563|18.97
431|515406|353934|2.56
432|152270|162048|7.81
433|425678|655063|73.7
434|138384|289133|59.77
435|143672|736680|3.84
436|666594|152752|43.48
437|241197|736426|100.7
438|112266|221735|53.01
439|387610|163149|18.78
440|500498|35507|51.4
441|621171|513077|88.65
442|560323|475168|70.96
443|551205|513586|40.01
444|810588|325346|53.71
445|575372|223041|82.42
446|356407|608804|22.85
447|664484|148999|6.82
448|466824|167430|4.14
449|645064|199833|8.07
450|451287|451433|87.26
451|316033|538910|71.11
452|484996|505628|84.07
453|170504|312974|75.34
454|465446|622598|80.46
455|721986|673655|76.4
456|293843|406600|47.22
457|780272|690450|3.31
458|678010|768944|71.1
459|226073|596017|58.03
460|3047|373507|8.82
461|694949|567953|92.87
462|24038|322618|96.87
463|354000|739941|79.28
464|14512|104679|21.17
465|411703|430544|48.75
466|104403|430201|76.95
467|444853|738246|75.7
468|156787|158883|97.19
469|776555|351148|38.81
470|788901|623738|35.24
471|780707|440106|69.4
472|81379|811994|86.17
473|426420|538160|37.03
474|72664|631935|53.25
475|384272|485973|73.46
476|560144|124|11.76
477|100962|451979|94.1
478|256792|2488|12.33
479|290348|769555|67.71
480|78760|492465|80.09
481|594267|777613|81.02
482|553279|669769|85.98
483|631496|513261|91.79
484|70709|287365|96.09
485|548119|726877|89.2
486|638643|222209|54.09
487|221936|296576|71.96
488|326982|114147|21.31
489|202674|388077|76.48
490|456751|758608|11.87
491|196224|48464|90.39
492|708522|554144|32.86
493|110158|649106|9.89
494|490854|705631|27.21
495|706684|736196|18.67
496|73748|84673|67.43
497|199366|717989|61.33
498|472726|261655|69.82
499|17984|491864|87.2
500|506736|622563|92.94
501|25929|405633|30.71
502|393068|50963|7.24
503|564185|456749|24.06
504|19994|115867|48.67
505|809961|585218|30.98
506|329300|176599|65.8
507|40719|504909|27.55
508|325917|292038|96.21
509|136141|506225|52.08
510|103975|167518|83.49
511|259694|192021|13.27
512|447687|517963|76.86
513|105816|469360|67.76
514|767130|271874|100.29
515|264193|548777|3.21
516|37438|265194|67.02
517|133582|765767|97.37
518|639860|484124|31.76
519|215501|654967|54.07
520|437003|503357|31.78
521|164909|647241|75.64
522|81850|145870|68.13
523|720914|161961|7.38
524|8251|11298|90.5
525|269283|38262|33.02
526|105663|667312|65.08
527|406892|501597|6.96
528|194355|372853|98.15
529|338425|280691|10.22
530|142272|572985|56.14
531|330694|775214|82.11
532|114127|555149|96.2
533|461434|77723|7.21
534|614560|358097|34.06
535|347997|394115|24.16
536|103966|251630|61.1
537|513912|488622|68.01
538|267048|339289|80.72
539|574946|392945|43.52
540|801154|361332|21.24
541|139841|99705|59.65
542|122039|575486|100.29
543|195646|185844|98.56
544|540083|551365|19.09
545|802310|352288|11.37
546|31008|338152|96.72
547|64566|271218|42.94
548|85146|45532|85.42
549|563229|793169|61.2
550|186018|316368|48.36
551|316905|599431|71.08
552|254363|452409|47.07
553|781433|30780|90.19
554|77481|180109|51.39
555|587309|64662|87.85
556|712331|96330|16.9
557|414537|811540|45.35
558|740308|639761|30.49
559|601613|385829|4.3
560|176847|679272|4.92
561|444124|448738|62.12
562|770993|108540|14.9
563|633631|755610|29.79
564|143268|458228|73.32
565|797474|89468|7.69
566|161289|761198|45.81
567|271458|231124|61.03
568|251164|400952|7.97
569|763795|756439|83.02
570|533928|115621|95.13
571|356954|217526|47.01
572|516141|55491|5.09
573|722625|112995|10.74
574|154935|396311|26.35
575|173605|49507|86.48
576|427966|674720|58.83
577|255521|331730|68.0
578|501935|434489|97.49
579|380664|563936|5.71
580|281178|331116|61.42
581|775765|465471|1.91
582|324830|628295|25.13
583|62130|536763|97.99
584|314110|162611|82.21
585|754775|96755|42.02
586|404222|652989|79.82
587|696765|67556|51.39
588|234994|268023|14.26
589|318682|622533|73.18
590|672558|771886|96.85
591|175459|460960|13.33
592|778260|21700|19.81
593|567380|569772|43.61
594|223042|669017|43.52
595|748796|711550|91.26
596|199521|635678|18.25
597|583045|240422|57.13
598|190380|613575|29.9
599|766310|458162|83.31
600|48538|301988|85.1
601|501665|513413|80.17
602|107907|748616|91.69
603|663838|199427|34.6
604|562320|434408|44.07
605|140671|724026|18.57
606|387493|661812|73.25
607|622115|174124|20.95
608|421912|4130|76.26
609|509913|614160|67.5
610|810596|635711|94.37
611|756289|28564|23.6
612|272765|286065|60.8
613|205909|649665|65.72
614|74400|201782|42.22
615|208972|392432|90.83
616|54507|767778|85.49
617|729541|668045|84.76
618|516745|221370|19.25
619|261794|377706|72.42
620|747751|442154|4.06
621|506132|661808|92.26
622|668205|256428|83.48
623|242952|574446|36.69
624|788897|291789|91.94
625|560713|698800|27.68
626|797921|81522|51.0
627|596179|412062|92.28
628|41116|244284|91.76
629|200945|745785|7.78
630|535207|154068|80.84
631|422863|179885|65.65
632|284502|66440|47.57
633|355606|543248|92.64
634|172496|220731|7.57
635|797765|358487|16.55
636|146264|785840|98.5
637|371477|51707|76.37
638|597225|740050|25.8
639|56891|767794|40.22
640|177123|255401|58.21
641|632603|762503|13.91
642|171506|724584|5.51
643|688212|370711|22.66
644|168619|362140|52.33
645|754549|325322|31.64
646|666106|505912|36.16
647|625003|771378|49.6
648|246327|169586|95.14
649|345889|194579|97.54
650|114980|557100|18.65
651|323827|651504|71.98
652|382978|636227|54.55
653|278188|317270|100.41
654|650476|384587|1.93
655|572028|55242|67.61
656|269803|780474|34.05
657|394296|616222|48.18
658|702188|793522|26.9
659|607079|411896|22.87
660|710158|806841|78.87
661|648375|81243|73.47
662|536918|161948|100.07
663|204031|201405|60.1
664|184669|282347|70.51
665|110349|669511|34.94
666|815980|761576|72.17
667|693668|485951|85.54
668|402363|545604|78.66
669|664304|674376|50.44
670|816191|128514|14.5
671|435522|475778|94.92
672|541042|383855|91.87
673|2480|699384|89.03
674|575223|617460|58.76
675|491771|551678|71.96
676|152247|227387|66.42
677|654292|448058|64.66
678|345868|489697|81.9
679|656143|467559|32.21
680|754711|21701|68.71
681|311550|449062|97.93
682|228657|600438|43.47
683|85692|111399|100.64
684|31379|306192|6.96
685|602988|253701|15.57
686|24953|586583|5.43
687|660448|721343|55.83
688|701946|440370|72.91
689|375213|519262|19.06
690|705085|682145|60.26
691|110604|436939|58.13
692|278794|593790|44.07
693|327280|552663|77.93
694|767476|536130|9.47
695|606371|764311|37.88
696|577429|118669|100.52
697|808540|211676|38.21
698|329026|430261|24.32
699|810308|810704|100.35
700|738288|634716|74.17
701|570622|121912|62.44
702|545436|722078|61.4
703|631884|327427|82.48
704|409963|258069|95.45
705|755910|717656|3.43
706|347631|194744|66.36
707|492094|805940|40.48
708|591040|177782|42.33
709|278155|111960|44.11
710|54093|674136|86.46
711|315809|461038|71.97
712|425627|484406|84.28
713|630315|578862|82.44
714|294178|284931|42.8
715|672274|494628|55.41
716|660230|526419|86.59
717|349922|202911|4.4
718|114692|314492|94.61
719|630708|613418|77.77
720|108368|371540|16.33
721|632333|78989|25.73
722|117492|337852|92.91
723|805301|800037|21.6
724|313900|40272|89.35
725|676439|375668|9.6
726|727530|212940|95.82
727|145542|300651|82.93
728|654266|559210|56.26
729|456239|452735|69.42
730|441289|805219|24.12
731|519171|606263|88.36
732|598851|396278|48.03
733|371459|358824|92.77
734|119165|807474|48.53
735|708688|134265|2.87
736|58575|687190|62.61
737|465530|714034|85.18
738|458796|331044|65.74
739|712330|98257|23.13
740|720053|165459|63.4
741|774474|63761|88.02
742|206619|770185|83.77
743|447128|273356|85.1
744|401697|277652|57.55
745|493537|109799|15.4
746|810190|740487|86.4
747|160256|104350|1.28
748|349320|431819|81.94
749|1299|768950|11.59
750|666508|105303|4.14
751|341938|193042|24.68
752|742832|795008|29.86
753|372464|208482|5.8
754|759809|441569|15.51
755|194367|42333|66.85
756|405276|675682|92.01
757|345551|700292|2.37
758|615272|813948|97.07
759|139989|362285|18.28
760|232598|501398|6.54
761|179557|204916|20.49
762|330471|491403|33.49
763|634856|507505|43.23
764|520323|630552|17.78
765|125851|796994|74.18
766|52730|530212|32.53
767|587811|6355|37.59
768|480437|177799|86.77
769|22377|494375|80.44
770|492792|589839|25.11
771|110470|287949|93.04
772|36937|561600|61.92
773|742044|748732|21.67
774|557032|791199|60.39
775|581723|434465|26.81
776|106574|357657|84.28
777|773256|217861|68.83
778|261878|320864|9.08
779|132827|95740|74.77
780|388059|335277|68.17
781|339135|433379|81.73
782|413302|343801|24.01
783|645658|647863|39.9
784|614370|103953|3.9
785|235114|477943|20.89
786|233911|771620|54.26
787|80977|80702|10.46
788|176035|354391|51.84
789|501012|434405|53.16
790|64444|377631|17.7
791|529120|345130|76.39
792|239412|605294|50.31
793|449929|124377|90.66
794|29410|213445|98.41
795|358761|111274|73.05
796|113119|439819|48.86
797|451306|744299|35.56
798|196291|667018|83.78
799|107011|613630|58.43
800|350571|122502|28.44
801|398176|254974|85.89
802|696797|640841|36.4
803|728202|604572|59.42
804|636372|299427|68.98
805|207091|686288|28.89
806|628160|575246|68.92
807|379869|808129|66.25
808|84297|677464|10.16
809|6752|675517|45.5
810|493076|177660|1.45
811|420126|368352|41.09
812|737457|259513|24.54
813|518101|810750|22.94
814|493577|415824|6.89
815|340626|413606|79.54
816|258594|152297|65.11
817|143898|223856|37.88
818|569410|520973|92.29
819|631756|741232|62.01
820|374068|337248|28.1
821|751891|202295|65.55
822|614880|215595|21.89
823|456141|690586|41.4
824|155622|505312|85.78
825|127968|345098|8.72
826|106201|396458|41.98
827|713402|582751|91.22
828|369396|551058|53.9
829|355221|453293|23.88
830|251047|797373|72.21
831|542163|17211|44.64
832|24630|367330|54.48
833|312613|340978|82.93
834|809704|86100|5.09
835|4779|318579|7.63
836|86723|335990|62.13
837|703400|791803|62.72
838|422885|631870|45.81
839|172290|183160|1.02
840|58550|34784|55.29
841|365307|359378|92.55
842|429110|125161|91.65
843|602314|769053|91.81
844|68725|615379|14.53
845|56202|349148|83.91
846|573943|305828|25.22
847|319886|555531|15.34
848|211273|489015|88.81
849|445035|392126|26.6
850|354272|260560|90.34
851|730953|6446|64.58
852|337991|135328|94.29
853|589355|165680|71.4
854|270483|351633|36.03
855|602289|594286|54.19
856|117349|30966|10.53
857|77717|132588|8.55
858|465538|681343|3.53
859|195717|736800|80.04
860|396461|603237|15.7
861|582362|600740|32.85
862|541473|369092|2.17
863|184347|751773|74.65
864|406974|488798|86.94
865|44344|590344|50.91
866|476382|799757|87.69
867|659723|162852|41.95
868|669424|32727|66.55
869|819007|319354|36.15
870|644267|759889|13.27
871|796140|708014|42.42
872|271443|521120|41.08
873|433548|634329|5.16
874|125029|633990|86.41
875|161761|770072|74.59
876|118503|321627|68.84
877|132915|366218|20.87
878|179339|532682|21.75
879|331268|176027|53.79
880|573547|220838|23.76
881|511120|205968|33.77
882|783718|350934|6.9
883|475263|120991|94.22
884|451910|270806|16.15
885|738757|755418|100.33
886|468857|688984|43.54
887|582019|371077|26.1
888|543092|380008|77.11
889|192760|52187|49.71
890|331195|325125|68.94
891|398425|591998|50.23
892|693116|266375|17.71
893|337908|77683|45.57
894|223526|327524|53.09
895|792658|123976|10.71
896|566007|662696|91.79
897|659473|464415|11.73
898|159178|741255|99.9
899|79831|117470|44.46
900|632466|119295|46.69
901|722249|414248|29.39
902|599756|645903|88.8
903|12162|125141|88.12
904|308888|530563|26.1
905|438838|518617|96.63
906|526689|749818|9.39
907|796484|38441|38.57
908|214859|353767|7.88
909|172056|315067|52.4
910|416608|489836|60.59
911|806786|625344|72.62
912|25581|70340|22.15
913|722660|360102|70.79
914|775387|817345|52.31
915|774864|727163|74.05
916|75125|716618|5.51
917|643793|481237|84.06
918|225842|250950|47.06
919|688903|715160|98.71
920|388567|312886|44.59
921|707747|277788|53.57
922|228338|224560|90.74
923|275936|779078|51.4
924|258279|1797|84.54
925|771510|144737|10.98
926|557878|574207|54.6
927|796144|405741|19.95
928|445896|135947|67.57
929|580118|96937|34.44
930|65875|38001|14.41
931|528506|59381|98.94
932|139251|769210|95.74
933|603517|427613|10.98
934|260911|461941|60.87
935|363953|550117|65.51
936|712402|560237|88.71
937|793519|143393|21.8
938|169317|723076|18.33
939|596708|733532|76.66
940|294272|181064|86.79
941|157654|292790|65.09
942|164256|460342|4.6
943|485713|746684|3.08
944|29763|409804|54.65
945|690070|252122|38.31
946|41459|609664|42.72
947|606609|678707|64.07
948|537529|529677|90.31
949|109637|512964|97.01
950|395378|589825|29.65
951|686289|559086|90.96
952|778966|644075|52.33
953|66952|516935|77.61
954|362930|486412|19.24
955|335180|517522|17.59
956|600157|509054|74.92
957|30662|795715|71.18
958|684400|57381|91.88
959|154259|277817|65.98
960|86143|696304|11.97
961|291362|130160|13.01
962|502935|18422|39.09
963|623464|684029|79.66
964|665738|616851|34.84
965|101298|390395|39.89
966|227874|37611|73.18
967|236604|730163|27.0
968|411260|793313|14.49
969|521140|64396|55.65
970|287551|597171|34.72
971|295108|195238|31.27
972|761120|737421|63.72
973|175589|406905|63.34
974|423352|108672|37.08
975|771968|202928|24.76
976|687868|10627|41.68
977|408125|17589|25.83
978|483215|89511|75.23
979|674066|611637|67.49
980|489952|529812|85.99
981|598432|226072|46.35
982|799655|350203|91.58
983|477905|36516|84.7
984|421436|327335|74.34
985|446826|370357|98.7
986|653326|520935|37.97
987|587759|816935|12.38
988|271959|124806|3.16
989|645209|98345|16.99
990|168222|317743|34.15
991|492888|10752|63.15
992|562103|72777|33.41
993|320694|103145|54.43
994|646070|670745|6.28
995|802278|636479|74.48
996|744045|622761|55.32
997|91479|343533|91.68
998|261736|673529|67.56
999|615800|304282|56.21
1000|685278|441290|77.53
1001|601627|166280|59.54
1002|457033|648564|61.67
1003|632068|572091|85.16
1004|411676|511242|59.69
1005|561076|85175|6.54
1006|478310|463461|45.02
1007|653513|129998|78.46
1008|39513|94845|77.35
1009|301960|704803|47.88
1010|681649|258568|86.21
1011|224583|572074|8.14
1012|343210|554765|9.48
1013|813583|782473|14.13
1014|392582|19073|97.98
1015|152583|767173|64.97
1016|647563|666124|87.37
1017|110617|770247|22.1
1018|513215|809663|84.3
1019|493945|362363|33.96
1020|124885|65160|25.76
1021|339583|548882|27.18
1022|741767|194182|53.3
1023|211221|506951|64.45
1024|360492|38761|43.35
1025|738641|71369|73.85
1026|188141|90271|63.62
1027|503844|750474|50.04
1028|257048|616116|55.08
1029|56867|353425|92.28
1030|139371|772059|89.45
1031|530033|54670|92.11
1032|645550|99822|5.52
1033|497737|47358|75.98
1034|818311|261978|96.04
1035|305440|588570|44.11
1036|14921|552269|52.96
1037|177451|510058|67.72
1038|407134|815848|43.96
1039|299078|589756|31.1
1040|568419|656678|30.19
1041|182176|239616|3.05
1042|638455|409331|26.77
1043|351806|577520|66.27
1044|91713|743153|57.23
1045|642539|252852|78.04
1046|639469|4934|11.66
1047|443932|795076|8.35
1048|633242|156355|12.97
1049|782624|730660|57.54
1050|7616|609157|5.71
1051|246650|380564|70.82
1052|416990|745747|81.66
1053|684186|330713|92.91
1054|788612|278711|35.97
1055|338463|283109|4.27
1056|366937|258849|65.62
1057|119973|642640|22.13
1058|608162|797150|22.15
1059|810787|487997|98.17
1060|415018|553916|78.1
1061|415611|396039|80.83
1062|480001|637418|15.28
1063|707056|168929|87.8
1064|526660|130105|1.73
1065|816020|651683|58.97
1066|563717|286347|52.6
1067|299918|378787|35.96
1068|661690|698442|11.9
1069|396072|731477|48.69
1070|266568|243538|91.19
1071|31134|653239|82.54
1072|227083|737649|11.65
1073|590530|578869|46.49
1074|521029|151114|42.46
1075|386397|105277|95.71
1076|595270|733799|6.1
1077|31673|442650|51.75
1078|816477|5393|1.79
1079|765307|535185|2.52
1080|42404|199755|88.42
1081|678917|129627|63.33
1082|659863|473653|98.8
1083|569139|134208|7.85
1084|82847|46711|63.26
1085|319859|660147|4.51
1086|362150|110312|8.41
1087|266398|505973|40.27
1088|333911|178758|33.4
1089|667406|348104|44.89
1090|671936|620986|24.42
1091|763543|741188|92.81
1092|415058|464812|87.63
1093|440960|174311|58.34
1094|477352|593514|63.41
1095|649137|381996|10.39
1096|85304|497353|92.09
1097|555040|503011|12.43
1098|132322|8697|96.96
1099|385249|427416|79.1
1100|51328|627461|89.79
1101|591205|732248|37.55
1102|778550|627756|34.99
1103|67095|124915|31.0
1104|61423|815399|9.55
1105|160767|701037|25.11
1106|82261|522762|23.61
1107|759564|56930|28.28
1108|130771|519647|20.28
1109|182866|583070|86.49
1110|117372|711200|17.81
1111|784734|586000|78.25
1112|565427|574044|56.06
1113|287199|134753|9.33
1114|77358|415802|33.68
1115|175970|521544|57.18
1116|384520|777130|84.42
1117|638073|553553|55.3
1118|124318|285872|67.15
1119|55514|291777|34.12
1120|416500|600680|71.08
1121|153091|174083|48.47
1122|817337|780577|46.66
1123|668521|606608|16.18
1124|263265|519995|25.69
1125|726289|775149|23.75
1126|257677|517099|33.26
1127|690915|89481|29.93
1128|119235|600227|74.42
1129|332627|804126|83.24
1130|401683|134739|65.98
1131|563145|684467|94.14
1132|603046|91167|5.28
1133|551011|93996|81.86
1134|313502|138357|89.66
1135|475935|802664|18.95
1136|147535|214565|37.49
1137|630990|250457|57.72
1138|795272|606992|62.77
1139|621204|435118|60.55
1140|99924|267817|79.8
1141|637052|626850|64.87
1142|389984|256490|48.1
1143|648802|375248|45.06
1144|437554|651287|35.59
1145|303748|85246|96.4
1146|184754|108269|76.16
1147|143806|257023|69.62
1148|732203|387642|58.77
1149|63048|135236|81.15
1150|247806|219241|94.13
1151|662727|166724|51.84
1152|657180|176200|96.57
1153|553262|193504|73.92
